fact_id,source_id,fact_source,event_type,date_id,event_date,is_exam_period_event,user_id,book_id,branch_id,category_id,reservation_status,loan_date,due_date,return_date,loan_duration_days,days_overdue,penalty_amount,wait_days,quantity,total_copies,available_copies,active_loans,utilization_rate,availability_rate,out_of_stock,loan_count_total,loan_count_120d,unsatisfied_reservations,reallocation_priority
F0000082,82,event,loan,20240905,2024-09-05,False,263,15,2,2,,2024-09-05,2024-09-26,2024-09-20,12,3,1.5,0,1,,,,,,,,,,
F0000083,83,event,loan,20240905,2024-09-05,False,123,63,4,8,,2024-09-05,2024-09-26,2024-09-14,9,0,0,0,1,,,,,,,,,,
F0000084,84,event,loan,20240905,2024-09-05,False,346,12,5,2,,2024-09-05,2024-10-10,2024-09-29,24,0,0,0,1,,,,,,,,,,
F0000085,85,event,loan,20240905,2024-09-05,False,433,44,1,6,,2024-09-05,2024-09-26,2024-09-24,14,5,2.5,0,1,,,,,,,,,,
F0000086,86,event,loan,20240905,2024-09-05,False,49,21,2,3,,2024-09-05,2024-10-10,2024-10-09,34,0,0,0,1,,,,,,,,,,
F0000087,87,event,loan,20240905,2024-09-05,False,65,1,1,1,,2024-09-05,2024-09-26,2024-10-03,24,4,2,0,1,,,,,,,,,,
F0000088,88,event,loan,20240905,2024-09-05,False,385,67,3,9,,2024-09-05,2024-09-26,2024-09-23,15,3,1.5,0,1,,,,,,,,,,
F0000089,89,event,loan,20240905,2024-09-05,False,346,25,2,4,,2024-09-05,2024-10-10,2024-10-05,25,5,2.5,0,1,,,,,,,,,,
F0000090,90,event,loan,20240905,2024-09-05,False,410,17,1,3,,2024-09-05,2024-09-26,2024-09-17,12,0,0,0,1,,,,,,,,,,
F0000091,91,event,loan,20240905,2024-09-05,False,375,4,3,1,,2024-09-05,2024-09-26,2024-09-21,16,0,0,0,1,,,,,,,,,,
F0000092,92,event,loan,20240905,2024-09-05,False,263,10,2,2,,2024-09-05,2024-09-26,2024-09-19,14,0,0,0,1,,,,,,,,,,
F0000093,93,event,loan,20240905,2024-09-05,False,252,15,2,2,,2024-09-05,2024-10-10,2024-10-02,27,0,0,0,1,,,,,,,,,,
F0000094,94,event,loan,20240905,2024-09-05,False,313,65,3,9,,2024-09-05,2024-09-26,2024-09-23,18,0,0,0,1,,,,,,,,,,
F0000095,95,event,loan,20240905,2024-09-05,False,236,69,1,9,,2024-09-05,2024-09-26,2024-09-20,15,0,0,0,1,,,,,,,,,,
F0000096,96,event,loan,20240905,2024-09-05,False,365,26,5,4,,2024-09-05,2024-09-26,2024-09-28,23,0,0,0,1,,,,,,,,,,
F0000097,97,event,loan,20240905,2024-09-05,False,226,2,3,1,,2024-09-05,2024-09-26,2024-09-22,17,0,0,0,1,,,,,,,,,,
F0000098,98,event,loan,20240905,2024-09-05,False,97,25,1,4,,2024-09-05,2024-09-26,2024-09-27,22,0,0,0,1,,,,,,,,,,
F0000099,99,event,loan,20240905,2024-09-05,False,72,18,3,3,,2024-09-05,2024-09-26,2024-09-16,4,7,3.5,0,1,,,,,,,,,,
F0000100,100,event,loan,20240905,2024-09-05,False,329,33,5,5,,2024-09-05,2024-10-10,2024-10-05,30,0,0,0,1,,,,,,,,,,
F0000101,101,event,loan,20240905,2024-09-05,False,373,22,4,3,,2024-09-05,2024-09-26,2024-09-30,25,0,0,0,1,,,,,,,,,,
F0000102,102,event,loan,20240905,2024-09-05,False,263,1,2,1,,2024-09-05,2024-09-26,2024-09-22,15,2,1,0,1,,,,,,,,,,
F0000103,103,event,loan,20240905,2024-09-05,False,422,71,1,9,,2024-09-05,2024-09-26,2024-09-12,7,0,0,0,1,,,,,,,,,,
F0000104,104,event,loan,20240905,2024-09-05,False,260,9,5,2,,2024-09-05,2024-09-26,2024-09-20,9,6,3,0,1,,,,,,,,,,
F0000105,105,event,loan,20240905,2024-09-05,False,20,64,1,8,,2024-09-05,2024-09-26,2024-09-23,18,0,0,0,1,,,,,,,,,,
F0000106,106,event,loan,20240906,2024-09-06,False,154,63,2,8,,2024-09-06,2024-09-27,2024-10-09,19,14,7,0,1,,,,,,,,,,
F0000107,107,event,loan,20240906,2024-09-06,False,11,4,1,1,,2024-09-06,2024-10-11,2024-10-07,31,0,0,0,1,,,,,,,,,,
F0000108,108,event,loan,20240906,2024-09-06,False,207,51,3,7,,2024-09-06,2024-09-27,2024-09-27,21,0,0,0,1,,,,,,,,,,
F0000109,109,event,loan,20240906,2024-09-06,False,206,51,4,7,,2024-09-06,2024-10-11,2024-10-14,38,0,0,0,1,,,,,,,,,,
F0000110,110,event,loan,20240906,2024-09-06,False,384,1,1,1,,2024-09-06,2024-09-27,2024-09-28,22,0,0,0,1,,,,,,,,,,
F0000111,111,event,loan,20240906,2024-09-06,False,153,11,2,2,,2024-09-06,2024-10-11,2024-10-12,31,5,2.5,0,1,,,,,,,,,,
F0000112,112,event,loan,20240906,2024-09-06,False,366,20,5,3,,2024-09-06,2024-10-11,2024-10-11,35,0,0,0,1,,,,,,,,,,
F0000113,113,event,loan,20240906,2024-09-06,False,379,59,5,8,,2024-09-06,2024-09-27,2024-09-25,19,0,0,0,1,,,,,,,,,,
F0000114,114,event,loan,20240906,2024-09-06,False,427,18,3,3,,2024-09-06,2024-09-27,2024-09-19,13,0,0,0,1,,,,,,,,,,
F0000115,115,event,loan,20240906,2024-09-06,False,447,11,1,2,,2024-09-06,2024-09-27,2024-09-22,16,0,0,0,1,,,,,,,,,,
F0000116,116,event,loan,20240906,2024-09-06,False,359,1,1,1,,2024-09-06,2024-10-11,2024-09-27,21,0,0,0,1,,,,,,,,,,
F0000117,117,event,loan,20240906,2024-09-06,False,358,15,2,2,,2024-09-06,2024-09-27,2024-09-26,20,0,0,0,1,,,,,,,,,,
F0000118,118,event,loan,20240906,2024-09-06,False,110,33,4,5,,2024-09-06,2024-09-27,2024-09-23,13,4,2,0,1,,,,,,,,,,
F0000119,119,event,loan,20240906,2024-09-06,False,314,2,3,1,,2024-09-06,2024-10-11,2024-10-03,27,0,0,0,1,,,,,,,,,,
F0000120,120,event,loan,20240906,2024-09-06,False,225,33,5,5,,2024-09-06,2024-09-27,2024-09-08,2,0,0,0,1,,,,,,,,,,
F0000121,121,event,loan,20240906,2024-09-06,False,65,25,5,4,,2024-09-06,2024-09-27,2024-09-28,22,0,0,0,1,,,,,,,,,,
F0000122,122,event,loan,20240906,2024-09-06,False,276,33,3,5,,2024-09-06,2024-10-11,2024-10-03,27,0,0,0,1,,,,,,,,,,
F0000123,123,event,loan,20240906,2024-09-06,False,354,11,3,2,,2024-09-06,2024-09-27,2024-09-17,10,1,0.5,0,1,,,,,,,,,,
F0000124,124,event,loan,20240906,2024-09-06,False,192,2,5,1,,2024-09-06,2024-10-11,2024-10-03,27,0,0,0,1,,,,,,,,,,
F0000125,125,event,loan,20240906,2024-09-06,False,65,17,1,3,,2024-09-06,2024-09-27,2024-09-28,22,0,0,0,1,,,,,,,,,,
F0000126,126,event,loan,20240906,2024-09-06,False,200,17,1,3,,2024-09-06,2024-09-27,2024-09-19,13,0,0,0,1,,,,,,,,,,
F0000127,127,event,loan,20240906,2024-09-06,False,349,9,1,2,,2024-09-06,2024-09-27,2024-09-23,17,0,0,0,1,,,,,,,,,,
F0000128,128,event,loan,20240906,2024-09-06,False,222,5,1,1,,2024-09-06,2024-10-11,2024-10-12,36,0,0,0,1,,,,,,,,,,
F0000129,129,event,loan,20240907,2024-09-07,False,91,19,1,3,,2024-09-07,2024-09-28,2024-09-28,21,0,0,0,1,,,,,,,,,,
F0000130,130,event,loan,20240907,2024-09-07,False,94,17,1,3,,2024-09-07,2024-09-28,2024-10-01,24,0,0,0,1,,,,,,,,,,
F0000131,131,event,loan,20240907,2024-09-07,False,170,25,1,4,,2024-09-07,2024-10-12,2024-09-27,20,0,0,0,1,,,,,,,,,,
F0000132,132,event,loan,20240907,2024-09-07,False,412,25,1,4,,2024-09-07,2024-10-12,2024-10-01,24,0,0,0,1,,,,,,,,,,
F0000133,133,event,loan,20240907,2024-09-07,False,383,1,5,1,,2024-09-07,2024-09-28,2024-09-21,14,0,0,0,1,,,,,,,,,,
F0000134,134,event,loan,20240907,2024-09-07,False,147,5,1,1,,2024-09-07,2024-09-28,2024-09-12,5,0,0,0,1,,,,,,,,,,
F0000135,135,event,loan,20240907,2024-09-07,False,191,65,2,9,,2024-09-07,2024-09-28,2024-09-24,17,0,0,0,1,,,,,,,,,,
F0000136,136,event,loan,20240907,2024-09-07,False,172,71,5,9,,2024-09-07,2024-09-28,2024-09-23,16,0,0,0,1,,,,,,,,,,
F0000137,137,event,loan,20240907,2024-09-07,False,419,40,1,5,,2024-09-07,2024-09-28,2024-09-19,11,1,0.5,0,1,,,,,,,,,,
F0000138,138,event,loan,20240907,2024-09-07,False,332,2,1,1,,2024-09-07,2024-09-28,2024-09-23,16,0,0,0,1,,,,,,,,,,
F0000139,139,event,loan,20240907,2024-09-07,False,414,17,1,3,,2024-09-07,2024-09-28,2024-09-13,6,0,0,0,1,,,,,,,,,,
F0000140,140,event,loan,20240908,2024-09-08,False,285,19,1,3,,2024-09-08,2024-09-29,2024-09-25,17,0,0,0,1,,,,,,,,,,
F0000141,141,event,loan,20240908,2024-09-08,False,374,9,1,2,,2024-09-08,2024-09-29,2024-09-18,10,0,0,0,1,,,,,,,,,,
F0000142,142,event,loan,20240908,2024-09-08,False,10,39,4,5,,2024-09-08,2024-09-29,2024-09-25,17,0,0,0,1,,,,,,,,,,
F0000143,143,event,loan,20240908,2024-09-08,False,335,18,2,3,,2024-09-08,2024-09-29,2024-09-26,18,0,0,0,1,,,,,,,,,,
F0000144,144,event,loan,20240908,2024-09-08,False,60,1,1,1,,2024-09-08,2024-09-29,2024-10-04,14,12,6,0,1,,,,,,,,,,
F0000145,145,event,loan,20240908,2024-09-08,False,63,41,1,6,,2024-09-08,2024-10-13,2024-10-06,28,0,0,0,1,,,,,,,,,,
F0000146,146,event,loan,20240908,2024-09-08,False,168,4,3,1,,2024-09-08,2024-09-29,2024-09-14,6,0,0,0,1,,,,,,,,,,
F0000147,147,event,loan,20240908,2024-09-08,False,114,51,5,7,,2024-09-08,2024-09-29,2024-09-23,15,0,0,0,1,,,,,,,,,,
F0000148,148,event,loan,20240908,2024-09-08,False,335,18,2,3,,2024-09-08,2024-09-29,2024-10-04,23,3,1.5,0,1,,,,,,,,,,
F0000149,149,event,loan,20240908,2024-09-08,False,333,15,1,2,,2024-09-08,2024-10-13,2024-10-13,35,0,0,0,1,,,,,,,,,,
F0000150,150,event,loan,20240908,2024-09-08,False,347,25,2,4,,2024-09-08,2024-10-13,2024-10-05,27,0,0,0,1,,,,,,,,,,
F0000151,151,event,loan,20240908,2024-09-08,False,260,25,1,4,,2024-09-08,2024-09-29,2024-10-06,16,12,6,0,1,,,,,,,,,,
F0000152,152,event,loan,20240909,2024-09-09,False,431,2,1,1,,2024-09-09,2024-09-30,2024-10-07,21,7,3.5,0,1,,,,,,,,,,
F0000153,153,event,loan,20240909,2024-09-09,False,319,14,1,2,,2024-09-09,2024-10-14,2024-10-16,37,0,0,0,1,,,,,,,,,,
F0000154,154,event,loan,20240909,2024-09-09,False,32,1,4,1,,2024-09-09,2024-09-30,2024-09-24,15,0,0,0,1,,,,,,,,,,
F0000155,155,event,loan,20240909,2024-09-09,False,184,37,4,5,,2024-09-09,2024-09-30,2024-09-14,5,0,0,0,1,,,,,,,,,,
F0000156,156,event,loan,20240909,2024-09-09,False,358,9,5,2,,2024-09-09,2024-09-30,2024-09-28,19,0,0,0,1,,,,,,,,,,
F0000157,157,event,loan,20240909,2024-09-09,False,256,25,2,4,,2024-09-09,2024-09-30,2024-09-27,18,0,0,0,1,,,,,,,,,,
F0000158,158,event,loan,20240909,2024-09-09,False,99,25,3,4,,2024-09-09,2024-09-30,2024-10-10,31,0,0,0,1,,,,,,,,,,
F0000159,159,event,loan,20240909,2024-09-09,False,154,63,4,8,,2024-09-09,2024-09-30,2024-09-24,15,0,0,0,1,,,,,,,,,,
F0000160,160,event,loan,20240909,2024-09-09,False,49,3,1,1,,2024-09-09,2024-10-14,2024-10-18,39,0,0,0,1,,,,,,,,,,
F0000161,161,event,loan,20240909,2024-09-09,False,253,19,6,3,,2024-09-09,2024-09-30,2024-09-26,17,0,0,0,1,,,,,,,,,,
F0000162,162,event,loan,20240909,2024-09-09,False,246,8,2,1,,2024-09-09,2024-10-14,2024-10-15,36,0,0,0,1,,,,,,,,,,
F0000163,163,event,loan,20240909,2024-09-09,False,314,6,3,1,,2024-09-09,2024-10-14,2024-10-18,39,0,0,0,1,,,,,,,,,,
F0000164,164,event,loan,20240909,2024-09-09,False,159,17,4,3,,2024-09-09,2024-09-30,2024-09-25,16,0,0,0,1,,,,,,,,,,
F0000165,165,event,loan,20240909,2024-09-09,False,164,41,2,6,,2024-09-09,2024-09-30,2024-09-27,18,0,0,0,1,,,,,,,,,,
F0000166,166,event,loan,20240909,2024-09-09,False,98,62,2,8,,2024-09-09,2024-09-30,2024-09-11,2,0,0,0,1,,,,,,,,,,
F0000167,167,event,loan,20240909,2024-09-09,False,76,35,1,5,,2024-09-09,2024-09-30,2024-09-21,12,0,0,0,1,,,,,,,,,,
F0000168,168,event,loan,20240909,2024-09-09,False,241,3,2,1,,2024-09-09,2024-09-30,2024-09-28,19,0,0,0,1,,,,,,,,,,
F0000169,169,event,loan,20240909,2024-09-09,False,275,63,3,8,,2024-09-09,2024-09-30,2024-09-25,8,8,4,0,1,,,,,,,,,,
F0000170,170,event,loan,20240909,2024-09-09,False,299,2,5,1,,2024-09-09,2024-09-30,2024-09-23,14,0,0,0,1,,,,,,,,,,
F0000171,171,event,loan,20240909,2024-09-09,False,65,25,5,4,,2024-09-09,2024-09-30,2024-10-03,18,6,3,0,1,,,,,,,,,,
F0000172,172,event,loan,20240909,2024-09-09,False,185,1,2,1,,2024-09-09,2024-09-30,2024-09-22,13,0,0,0,1,,,,,,,,,,
F0000173,173,event,loan,20240909,2024-09-09,False,241,25,5,4,,2024-09-09,2024-09-30,2024-09-30,20,1,0.5,0,1,,,,,,,,,,
F0000174,174,event,loan,20240909,2024-09-09,False,384,19,1,3,,2024-09-09,2024-09-30,2024-09-28,19,0,0,0,1,,,,,,,,,,
F0000175,175,event,loan,20240909,2024-09-09,False,439,63,3,8,,2024-09-09,2024-10-14,2024-10-04,25,0,0,0,1,,,,,,,,,,
F0000176,176,event,loan,20240909,2024-09-09,False,121,35,1,5,,2024-09-09,2024-09-30,2024-10-02,20,3,1.5,0,1,,,,,,,,,,
F0000177,177,event,loan,20240909,2024-09-09,False,344,1,2,1,,2024-09-09,2024-10-14,2024-10-06,27,0,0,0,1,,,,,,,,,,
F0000178,178,event,loan,20240909,2024-09-09,False,60,4,1,1,,2024-09-09,2024-09-30,2024-09-27,13,5,2.5,0,1,,,,,,,,,,
F0000179,179,event,loan,20240909,2024-09-09,False,79,55,2,7,,2024-09-09,2024-09-30,2024-09-21,12,0,0,0,1,,,,,,,,,,
F0000180,180,event,loan,20240909,2024-09-09,False,353,33,1,5,,2024-09-09,2024-09-30,2024-09-30,5,16,8,0,1,,,,,,,,,,
F0000181,181,event,loan,20240909,2024-09-09,False,126,42,1,6,,2024-09-09,2024-09-30,2024-09-30,20,1,0.5,0,1,,,,,,,,,,
