snapshot_id,date_id,snapshot_date,book_id,branch_id,category_id,total_copies,available_copies,active_loans,utilization_rate,availability_rate,out_of_stock,loan_count_total,loan_count_120d,unsatisfied_reservations,reallocation_priority
S0000125,20240930,2024-09-30,21,5,3,3,0,3,1.0,0.0,True,2,2,0,Normal
S0000126,20240930,2024-09-30,21,6,3,2,1,1,0.5,0.5,False,0,0,0,Low
S0000127,20240930,2024-09-30,22,1,3,4,1,3,0.75,0.25,False,0,0,0,Normal
S0000128,20240930,2024-09-30,22,2,3,3,1,2,0.6667,0.3333,False,1,1,0,Normal
S0000129,20240930,2024-09-30,22,3,3,2,1,1,0.5,0.5,False,0,0,0,Low
S0000130,20240930,2024-09-30,22,4,3,2,0,2,1.0,0.0,True,0,0,0,Normal
S0000131,20240930,2024-09-30,22,5,3,3,1,2,0.6667,0.3333,False,0,0,0,Low
S0000132,20240930,2024-09-30,22,6,3,2,1,1,0.5,0.5,False,0,0,0,Low
S0000133,20240930,2024-09-30,23,1,3,4,0,4,1.0,0.0,True,2,2,0,High
S0000134,20240930,2024-09-30,23,2,3,3,1,2,0.6667,0.3333,False,1,1,0,Normal
S0000135,20240930,2024-09-30,23,3,3,2,1,1,0.5,0.5,False,1,1,0,Low
S0000136,20240930,2024-09-30,23,4,3,2,0,2,1.0,0.0,True,0,0,0,Normal
S0000137,20240930,2024-09-30,23,5,3,3,0,3,1.0,0.0,True,2,2,0,Normal
S0000138,20240930,2024-09-30,23,6,3,2,1,1,0.5,0.5,False,2,2,0,Low
S0000139,20240930,2024-09-30,24,1,3,4,0,4,1.0,0.0,True,1,1,0,Normal
S0000140,20240930,2024-09-30,24,2,3,3,1,2,0.6667,0.3333,False,1,1,0,Low
S0000141,20240930,2024-09-30,24,3,3,2,1,1,0.5,0.5,False,0,0,0,Low
S0000142,20240930,2024-09-30,24,4,3,2,0,2,1.0,0.0,True,0,0,0,Normal
S0000143,20240930,2024-09-30,24,5,3,3,1,2,0.6667,0.3333,False,0,0,0,Normal
S0000144,20240930,2024-09-30,24,6,3,2,1,1,0.5,0.5,False,0,0,0,Low
S0000145,20240930,2024-09-30,25,1,4,8,0,8,1.0,0.0,True,10,10,6,Critical
S0000146,20240930,2024-09-30,25,2,4,7,0,7,1.0,0.0,True,4,4,4,Critical
S0000147,20240930,2024-09-30,25,3,4,5,0,5,1.0,0.0,True,3,3,0,High
S0000148,20240930,2024-09-30,25,4,4,4,0,4,1.0,0.0,True,0,0,3,Critical
S0000149,20240930,2024-09-30,25,5,4,6,0,6,1.0,0.0,True,6,6,5,Critical
S0000150,20240930,2024-09-30,25,6,4,4,0,4,1.0,0.0,True,1,1,0,Normal
S0000151,20240930,2024-09-30,26,1,4,5,0,5,1.0,0.0,True,5,5,2,Critical
S0000152,20240930,2024-09-30,26,2,4,5,0,5,1.0,0.0,True,5,5,0,High
S0000153,20240930,2024-09-30,26,3,4,4,1,3,0.75,0.25,False,1,1,0,Low
S0000154,20240930,2024-09-30,26,4,4,3,0,3,1.0,0.0,True,0,0,1,Critical
S0000155,20240930,2024-09-30,26,5,4,4,0,4,1.0,0.0,True,0,0,1,Critical
S0000156,20240930,2024-09-30,26,6,4,3,1,2,0.6667,0.3333,False,0,0,0,Low
S0000157,20240930,2024-09-30,27,1,4,4,0,4,1.0,0.0,True,2,2,0,High
S0000158,20240930,2024-09-30,27,2,4,3,1,2,0.6667,0.3333,False,3,3,0,Low
S0000159,20240930,2024-09-30,27,3,4,2,1,1,0.5,0.5,False,1,1,0,Low
S0000160,20240930,2024-09-30,27,4,4,2,0,2,1.0,0.0,True,3,3,0,Normal
S0000161,20240930,2024-09-30,27,5,4,3,0,3,1.0,0.0,True,2,2,0,High
S0000162,20240930,2024-09-30,27,6,4,2,1,1,0.5,0.5,False,0,0,0,Low
S0000163,20240930,2024-09-30,28,1,4,4,0,4,1.0,0.0,True,0,0,0,Normal
S0000164,20240930,2024-09-30,28,2,4,3,1,2,0.6667,0.3333,False,1,1,0,Low
S0000165,20240930,2024-09-30,28,3,4,2,1,1,0.5,0.5,False,5,5,0,Low
S0000166,20240930,2024-09-30,28,4,4,2,0,2,1.0,0.0,True,0,0,0,Normal
S0000167,20240930,2024-09-30,28,5,4,3,0,3,1.0,0.0,True,1,1,0,Normal
S0000168,20240930,2024-09-30,28,6,4,2,1,1,0.5,0.5,False,0,0,0,Low
S0000169,20240930,2024-09-30,29,1,4,4,0,4,1.0,0.0,True,5,5,0,Normal
S0000170,20240930,2024-09-30,29,2,4,3,1,2,0.6667,0.3333,False,2,2,0,Low
S0000171,20240930,2024-09-30,29,3,4,2,1,1,0.5,0.5,False,1,1,0,Low
S0000172,20240930,2024-09-30,29,4,4,2,0,2,1.0,0.0,True,1,1,0,Normal
S0000173,20240930,2024-09-30,29,5,4,3,0,3,1.0,0.0,True,0,0,0,High
S0000174,20240930,2024-09-30,29,6,4,2,1,1,0.5,0.5,False,0,0,0,Low
S0000175,20240930,2024-09-30,30,1,4,4,0,4,1.0,0.0,True,0,0,0,Normal
S0000176,20240930,2024-09-30,30,2,4,3,1,2,0.6667,0.3333,False,0,0,0,Normal
S0000177,20240930,2024-09-30,30,3,4,2,1,1,0.5,0.5,False,2,2,0,Low
S0000178,20240930,2024-09-30,30,4,4,2,0,2,1.0,0.0,True,1,1,0,Normal
S0000179,20240930,2024-09-30,30,5,4,3,0,3,1.0,0.0,True,1,1,0,High
S0000180,20240930,2024-09-30,30,6,4,2,1,1,0.5,0.5,False,0,0,0,Low
S0000181,20240930,2024-09-30,31,1,4,4,0,4,1.0,0.0,True,4,4,0,High
S0000182,20240930,2024-09-30,31,2,4,3,0,3,1.0,0.0,True,7,7,0,Normal
S0000183,20240930,2024-09-30,31,3,4,2,1,1,0.5,0.5,False,0,0,0,Low
S0000184,20240930,2024-09-30,31,4,4,2,0,2,1.0,0.0,True,0,0,0,High
S0000185,20240930,2024-09-30,31,5,4,3,0,3,1.0,0.0,True,1,1,1,Critical
S0000186,20240930,2024-09-30,31,6,4,2,1,1,0.5,0.5,False,0,0,0,Low
S0000187,20240930,2024-09-30,32,1,4,3,1,2,0.6667,0.3333,False,1,1,0,Low
S0000188,20240930,2024-09-30,32,2,4,3,2,1,0.3333,0.6667,False,0,0,0,Low
S0000189,20240930,2024-09-30,32,3,4,2,2,0,0.0,1.0,False,0,0,0,Low
S0000190,20240930,2024-09-30,32,4,4,1,1,0,0.0,1.0,False,0,0,0,Low
S0000191,20240930,2024-09-30,32,5,4,2,1,1,0.5,0.5,False,0,0,0,Low
S0000192,20240930,2024-09-30,32,6,4,1,1,0,0.0,1.0,False,0,0,0,Low
S0000193,20240930,2024-09-30,33,1,5,5,0,5,1.0,0.0,True,5,5,2,Critical
S0000194,20240930,2024-09-30,33,2,5,5,0,5,1.0,0.0,True,5,5,1,High
S0000195,20240930,2024-09-30,33,3,5,4,1,3,0.75,0.25,False,2,2,0,Low
S0000196,20240930,2024-09-30,33,4,5,3,0,3,1.0,0.0,True,0,0,1,Critical
S0000197,20240930,2024-09-30,33,5,5,4,0,4,1.0,0.0,True,0,0,3,Critical
S0000198,20240930,2024-09-30,33,6,5,3,1,2,0.6667,0.3333,False,1,1,0,Low
S0000199,20240930,2024-09-30,34,1,5,4,1,3,0.75,0.25,False,5,5,0,Normal
S0000200,20240930,2024-09-30,34,2,5,3,1,2,0.6667,0.3333,False,1,1,0,Low
S0000201,20240930,2024-09-30,34,3,5,2,1,1,0.5,0.5,False,2,2,0,Low
S0000202,20240930,2024-09-30,34,4,5,2,0,2,1.0,0.0,True,1,1,0,Normal
S0000203,20240930,2024-09-30,34,5,5,3,0,3,1.0,0.0,True,0,0,0,Normal
S0000204,20240930,2024-09-30,34,6,5,2,1,1,0.5,0.5,False,0,0,0,Low
S0000205,20240930,2024-09-30,35,1,5,5,0,5,1.0,0.0,True,10,10,3,Critical
S0000206,20240930,2024-09-30,35,2,5,5,0,5,1.0,0.0,True,5,5,2,Critical
S0000207,20240930,2024-09-30,35,3,5,4,1,3,0.75,0.25,False,1,1,0,Normal
S0000208,20240930,2024-09-30,35,4,5,3,0,3,1.0,0.0,True,2,2,1,Critical
S0000209,20240930,2024-09-30,35,5,5,4,0,4,1.0,0.0,True,6,6,2,Critical
S0000210,20240930,2024-09-30,35,6,5,3,1,2,0.6667,0.3333,False,2,2,0,Low
S0000211,20240930,2024-09-30,36,1,5,4,0,4,1.0,0.0,True,3,3,0,High
S0000212,20240930,2024-09-30,36,2,5,3,1,2,0.6667,0.3333,False,2,2,0,Normal
S0000213,20240930,2024-09-30,36,3,5,2,1,1,0.5,0.5,False,0,0,0,Low
S0000214,20240930,2024-09-30,36,4,5,2,0,2,1.0,0.0,True,2,2,0,Normal
S0000215,20240930,2024-09-30,36,5,5,3,0,3,1.0,0.0,True,3,3,0,High
S0000216,20240930,2024-09-30,36,6,5,2,1,1,0.5,0.5,False,0,0,0,Low
S0000217,20240930,2024-09-30,37,1,5,4,0,4,1.0,0.0,True,5,5,0,Normal
S0000218,20240930,2024-09-30,37,2,5,3,1,2,0.6667,0.3333,False,2,2,0,Normal
S0000219,20240930,2024-09-30,37,3,5,2,1,1,0.5,0.5,False,1,1,0,Low
S0000220,20240930,2024-09-30,37,4,5,2,0,2,1.0,0.0,True,2,2,0,Normal
S0000221,20240930,2024-09-30,37,5,5,3,1,2,0.6667,0.3333,False,1,1,0,Normal
S0000222,20240930,2024-09-30,37,6,5,2,1,1,0.5,0.5,False,2,2,0,Low
S0000223,20240930,2024-09-30,38,1,5,4,1,3,0.75,0.25,False,0,0,0,Normal
S0000224,20240930,2024-09-30,38,2,5,3,1,2,0.6667,0.3333,False,2,2,0,Normal
S0000225,20240930,2024-09-30,38,3,5,2,1,1,0.5,0.5,False,1,1,0,Low
S0000226,20240930,2024-09-30,38,4,5,2,1,1,0.5,0.5,False,1,1,0,Low
S0000227,20240930,2024-09-30,38,5,5,3,0,3,1.0,0.0,True,0,0,0,Normal
S0000228,20240930,2024-09-30,38,6,5,2,1,1,0.5,0.5,False,0,0,0,Low
S0000229,20240930,2024-09-30,39,1,5,4,0,4,1.0,0.0,True,1,1,0,Normal
S0000230,20240930,2024-09-30,39,2,5,3,1,2,0.6667,0.3333,False,2,2,0,Low
S0000231,20240930,2024-09-30,39,3,5,2,1,1,0.5,0.5,False,0,0,0,Low
S0000232,20240930,2024-09-30,39,4,5,2,0,2,1.0,0.0,True,0,0,0,Normal
S0000233,20240930,2024-09-30,39,5,5,3,1,2,0.6667,0.3333,False,1,1,0,Low
S0000234,20240930,2024-09-30,39,6,5,2,1,1,0.5,0.5,False,0,0,0,Low
S0000235,20240930,2024-09-30,40,1,5,5,0,5,1.0,0.0,True,1,1,4,Critical
S0000236,20240930,2024-09-30,40,2,5,5,0,5,1.0,0.0,True,4,4,1,Critical
S0000237,20240930,2024-09-30,40,3,5,4,1,3,0.75,0.25,False,5,5,0,Low
S0000238,20240930,2024-09-30,40,4,5,3,0,3,1.0,0.0,True,2,2,1,Critical
S0000239,20240930,2024-09-30,40,5,5,4,0,4,1.0,0.0,True,4,4,3,Critical
S0000240,20240930,2024-09-30,40,6,5,3,1,2,0.6667,0.3333,False,1,1,0,Normal
S0000241,20240930,2024-09-30,41,1,6,5,0,5,1.0,0.0,True,4,4,4,Critical
S0000242,20240930,2024-09-30,41,2,6,5,0,5,1.0,0.0,True,3,3,2,Critical
S0000243,20240930,2024-09-30,41,3,6,4,1,3,0.75,0.25,False,2,2,0,Normal
S0000244,20240930,2024-09-30,41,4,6,3,0,3,1.0,0.0,True,0,0,1,Critical
S0000245,20240930,2024-09-30,41,5,6,4,0,4,1.0,0.0,True,4,4,3,Critical
S0000246,20240930,2024-09-30,41,6,6,3,1,2,0.6667,0.3333,False,2,2,0,Normal
S0000247,20240930,2024-09-30,42,1,6,5,0,5,1.0,0.0,True,3,3,2,Critical
S0000248,20240930,2024-09-30,42,2,6,5,0,5,1.0,0.0,True,6,6,1,Critical
S0000249,20240930,2024-09-30,42,3,6,4,0,4,1.0,0.0,True,4,4,0,Normal
S0000250,20240930,2024-09-30,42,4,6,3,0,3,1.0,0.0,True,1,1,2,Critical
S0000251,20240930,2024-09-30,42,5,6,4,0,4,1.0,0.0,True,6,6,3,Critical
S0000252,20240930,2024-09-30,42,6,6,3,1,2,0.6667,0.3333,False,1,1,0,Low
S0000253,20240930,2024-09-30,43,1,6,4,0,4,1.0,0.0,True,1,1,0,Normal
S0000254,20240930,2024-09-30,43,2,6,3,1,2,0.6667,0.3333,False,3,3,0,Low
S0000255,20240930,2024-09-30,43,3,6,2,1,1,0.5,0.5,False,1,1,0,Low
S0000256,20240930,2024-09-30,43,4,6,2,0,2,1.0,0.0,True,1,1,0,Normal
S0000257,20240930,2024-09-30,43,5,6,3,0,3,1.0,0.0,True,1,1,0,Normal
S0000258,20240930,2024-09-30,43,6,6,2,1,1,0.5,0.5,False,0,0,0,Low
S0000259,20240930,2024-09-30,44,1,6,4,0,4,1.0,0.0,True,1,1,0,Normal
S0000260,20240930,2024-09-30,44,2,6,3,1,2,0.6667,0.3333,False,1,1,0,Low
S0000261,20240930,2024-09-30,44,3,6,2,1,1,0.5,0.5,False,2,2,0,Low
S0000262,20240930,2024-09-30,44,4,6,2,1,1,0.5,0.5,False,2,2,0,Low
S0000263,20240930,2024-09-30,44,5,6,3,0,3,1.0,0.0,True,2,2,0,Normal
S0000264,20240930,2024-09-30,44,6,6,2,1,1,0.5,0.5,False,0,0,0,Low
S0000265,20240930,2024-09-30,45,1,6,3,1,2,0.6667,0.3333,False,0,0,0,Low
S0000266,20240930,2024-09-30,45,2,6,3,2,1,0.3333,0.6667,False,0,0,0,Low
S0000267,20240930,2024-09-30,45,3,6,2,1,1,0.5,0.5,False,0,0,0,Low
S0000268,20240930,2024-09-30,45,4,6,1,1,0,0.0,1.0,False,0,0,0,Low
S0000269,20240930,2024-09-30,45,5,6,2,1,1,0.5,0.5,False,0,0,0,Low
S0000270,20240930,2024-09-30,45,6,6,1,1,0,0.0,1.0,False,0,0,0,Low
S0000271,20240930,2024-09-30,46,1,6,4,0,4,1.0,0.0,True,1,1,0,Normal
S0000272,20240930,2024-09-30,46,2,6,3,1,2,0.6667,0.3333,False,3,3,0,Normal
S0000273,20240930,2024-09-30,46,3,6,2,1,1,0.5,0.5,False,3,3,0,Low
S0000274,20240930,2024-09-30,46,4,6,2,1,1,0.5,0.5,False,0,0,0,Low
S0000275,20240930,2024-09-30,46,5,6,3,0,3,1.0,0.0,True,1,1,0,Normal
S0000276,20240930,2024-09-30,46,6,6,2,1,1,0.5,0.5,False,1,1,0,Low
S0000277,20240930,2024-09-30,47,1,6,4,0,4,1.0,0.0,True,2,2,0,High
S0000278,20240930,2024-09-30,47,2,6,3,1,2,0.6667,0.3333,False,1,1,0,Normal
S0000279,20240930,2024-09-30,47,3,6,2,1,1,0.5,0.5,False,1,1,0,Low
S0000280,20240930,2024-09-30,47,4,6,2,0,2,1.0,0.0,True,1,1,0,Normal
S0000281,20240930,2024-09-30,47,5,6,3,0,3,1.0,0.0,True,3,3,0,Normal
S0000282,20240930,2024-09-30,47,6,6,2,1,1,0.5,0.5,False,1,1,0,Low
S0000283,20240930,2024-09-30,48,1,6,3,1,2,0.6667,0.3333,False,0,0,0,Low
S0000284,20240930,2024-09-30,48,2,6,3,2,1,0.3333,0.6667,False,1,1,0,Low
S0000285,20240930,2024-09-30,48,3,6,2,1,1,0.5,0.5,False,0,0,0,Low
S0000286,20240930,2024-09-30,48,4,6,1,0,1,1.0,0.0,True,1,1,0,Low
S0000287,20240930,2024-09-30,48,5,6,2,1,1,0.5,0.5,False,0,0,0,Low
S0000288,20240930,2024-09-30,48,6,6,1,1,0,0.0,1.0,False,0,0,0,Low
