snapshot_id,date_id,snapshot_date,book_id,branch_id,category_id,total_copies,available_copies,active_loans,utilization_rate,availability_rate,out_of_stock,loan_count_total,loan_count_120d,unsatisfied_reservations,reallocation_priority
S0000042,20240930,2024-09-30,7,6,1,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000043,20240930,2024-09-30,8,1,1,4,0,4,1.0,0.0,True,0,0,0,Normale
S0000044,20240930,2024-09-30,8,2,1,3,1,2,0.6667,0.3333,False,0,0,0,Faible
S0000045,20240930,2024-09-30,8,3,1,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000046,20240930,2024-09-30,8,4,1,2,0,2,1.0,0.0,True,0,0,0,Normale
S0000047,20240930,2024-09-30,8,5,1,3,0,3,1.0,0.0,True,0,0,0,Normale
S0000048,20240930,2024-09-30,8,6,1,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000049,20240930,2024-09-30,9,1,2,8,0,8,1.0,0.0,True,3,3,6,Critique
S0000050,20240930,2024-09-30,9,2,2,7,0,7,1.0,0.0,True,1,1,6,Critique
S0000051,20240930,2024-09-30,9,3,2,5,0,5,1.0,0.0,True,2,2,0,Normale
S0000052,20240930,2024-09-30,9,4,2,4,0,4,1.0,0.0,True,2,2,3,Critique
S0000053,20240930,2024-09-30,9,5,2,6,0,6,1.0,0.0,True,3,3,5,Critique
S0000054,20240930,2024-09-30,9,6,2,4,0,4,1.0,0.0,True,3,3,0,Élevée
S0000055,20240930,2024-09-30,10,1,2,5,0,5,1.0,0.0,True,2,2,3,Critique
S0000056,20240930,2024-09-30,10,2,2,5,0,5,1.0,0.0,True,2,2,1,Élevée
S0000057,20240930,2024-09-30,10,3,2,4,1,3,0.75,0.25,False,1,1,0,Normale
S0000058,20240930,2024-09-30,10,4,2,3,0,3,1.0,0.0,True,1,1,1,Critique
S0000059,20240930,2024-09-30,10,5,2,4,0,4,1.0,0.0,True,0,0,2,Critique
S0000060,20240930,2024-09-30,10,6,2,3,1,2,0.6667,0.3333,False,1,1,0,Faible
S0000061,20240930,2024-09-30,11,1,2,8,0,8,1.0,0.0,True,9,9,6,Critique
S0000062,20240930,2024-09-30,11,2,2,7,0,7,1.0,0.0,True,7,7,6,Critique
S0000063,20240930,2024-09-30,11,3,2,5,0,5,1.0,0.0,True,5,5,2,Critique
S0000064,20240930,2024-09-30,11,4,2,4,0,4,1.0,0.0,True,2,2,3,Critique
S0000065,20240930,2024-09-30,11,5,2,6,0,6,1.0,0.0,True,3,3,5,Critique
S0000066,20240930,2024-09-30,11,6,2,4,0,4,1.0,0.0,True,2,2,1,Critique
S0000067,20240930,2024-09-30,12,1,2,5,0,5,1.0,0.0,True,3,3,4,Critique
S0000068,20240930,2024-09-30,12,2,2,5,0,5,1.0,0.0,True,0,0,2,Critique
S0000069,20240930,2024-09-30,12,3,2,4,1,3,0.75,0.25,False,1,1,0,Faible
S0000070,20240930,2024-09-30,12,4,2,3,0,3,1.0,0.0,True,1,1,1,Critique
S0000071,20240930,2024-09-30,12,5,2,4,0,4,1.0,0.0,True,1,1,2,Critique
S0000072,20240930,2024-09-30,12,6,2,3,1,2,0.6667,0.3333,False,0,0,0,Faible
S0000073,20240930,2024-09-30,13,1,2,4,0,4,1.0,0.0,True,1,1,0,Élevée
S0000074,20240930,2024-09-30,13,2,2,3,1,2,0.6667,0.3333,False,1,1,0,Faible
S0000075,20240930,2024-09-30,13,3,2,2,1,1,0.5,0.5,False,3,3,0,Faible
S0000076,20240930,2024-09-30,13,4,2,2,0,2,1.0,0.0,True,0,0,0,Normale
S0000077,20240930,2024-09-30,13,5,2,3,0,3,1.0,0.0,True,1,1,0,Normale
S0000078,20240930,2024-09-30,13,6,2,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000079,20240930,2024-09-30,14,1,2,4,0,4,1.0,0.0,True,1,1,0,Élevée
S0000080,20240930,2024-09-30,14,2,2,3,0,3,1.0,0.0,True,1,1,0,Normale
S0000081,20240930,2024-09-30,14,3,2,2,1,1,0.5,0.5,False,1,1,0,Faible
S0000082,20240930,2024-09-30,14,4,2,2,0,2,1.0,0.0,True,0,0,0,Normale
S0000083,20240930,2024-09-30,14,5,2,3,0,3,1.0,0.0,True,0,0,0,Élevée
S0000084,20240930,2024-09-30,14,6,2,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000085,20240930,2024-09-30,15,1,2,5,0,5,1.0,0.0,True,2,2,4,Critique
S0000086,20240930,2024-09-30,15,2,2,5,0,5,1.0,0.0,True,3,3,1,Élevée
S0000087,20240930,2024-09-30,15,3,2,4,1,3,0.75,0.25,False,3,3,0,Normale
S0000088,20240930,2024-09-30,15,4,2,3,0,3,1.0,0.0,True,1,1,1,Critique
S0000089,20240930,2024-09-30,15,5,2,4,0,4,1.0,0.0,True,1,1,3,Critique
S0000090,20240930,2024-09-30,15,6,2,3,1,2,0.6667,0.3333,False,2,2,0,Normale
S0000091,20240930,2024-09-30,16,1,2,4,0,4,1.0,0.0,True,0,0,0,Normale
S0000092,20240930,2024-09-30,16,2,2,3,1,2,0.6667,0.3333,False,0,0,0,Faible
S0000093,20240930,2024-09-30,16,3,2,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000094,20240930,2024-09-30,16,4,2,2,0,2,1.0,0.0,True,0,0,0,Normale
S0000095,20240930,2024-09-30,16,5,2,3,1,2,0.6667,0.3333,False,0,0,0,Faible
S0000096,20240930,2024-09-30,16,6,2,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000097,20240930,2024-09-30,17,1,3,8,0,8,1.0,0.0,True,0,0,6,Critique
S0000098,20240930,2024-09-30,17,2,3,7,0,7,1.0,0.0,True,3,3,6,Critique
S0000099,20240930,2024-09-30,17,3,3,5,0,5,1.0,0.0,True,3,3,0,Élevée
S0000100,20240930,2024-09-30,17,4,3,4,0,4,1.0,0.0,True,2,2,3,Critique
S0000101,20240930,2024-09-30,17,5,3,6,0,6,1.0,0.0,True,2,2,5,Critique
S0000102,20240930,2024-09-30,17,6,3,4,0,4,1.0,0.0,True,0,0,0,Élevée
S0000103,20240930,2024-09-30,18,1,3,8,0,8,1.0,0.0,True,2,2,6,Critique
S0000104,20240930,2024-09-30,18,2,3,7,0,7,1.0,0.0,True,2,2,4,Critique
S0000105,20240930,2024-09-30,18,3,3,5,0,5,1.0,0.0,True,2,2,0,Élevée
S0000106,20240930,2024-09-30,18,4,3,4,0,4,1.0,0.0,True,0,0,3,Critique
S0000107,20240930,2024-09-30,18,5,3,6,0,6,1.0,0.0,True,0,0,5,Critique
S0000108,20240930,2024-09-30,18,6,3,4,1,3,0.75,0.25,False,0,0,0,Normale
S0000109,20240930,2024-09-30,19,1,3,8,0,8,1.0,0.0,True,5,5,6,Critique
S0000110,20240930,2024-09-30,19,2,3,7,0,7,1.0,0.0,True,4,4,6,Critique
S0000111,20240930,2024-09-30,19,3,3,5,0,5,1.0,0.0,True,0,0,2,Critique
S0000112,20240930,2024-09-30,19,4,3,4,0,4,1.0,0.0,True,1,1,3,Critique
S0000113,20240930,2024-09-30,19,5,3,6,0,6,1.0,0.0,True,5,5,5,Critique
S0000114,20240930,2024-09-30,19,6,3,4,0,4,1.0,0.0,True,3,3,0,Élevée
S0000115,20240930,2024-09-30,20,1,3,5,0,5,1.0,0.0,True,0,0,3,Critique
S0000116,20240930,2024-09-30,20,2,3,5,0,5,1.0,0.0,True,3,3,1,Critique
S0000117,20240930,2024-09-30,20,3,3,4,1,3,0.75,0.25,False,3,3,0,Normale
S0000118,20240930,2024-09-30,20,4,3,3,0,3,1.0,0.0,True,2,2,1,Critique
S0000119,20240930,2024-09-30,20,5,3,4,0,4,1.0,0.0,True,0,0,1,Critique
S0000120,20240930,2024-09-30,20,6,3,3,1,2,0.6667,0.3333,False,0,0,0,Faible
S0000121,20240930,2024-09-30,21,1,3,4,0,4,1.0,0.0,True,1,1,0,Normale
S0000122,20240930,2024-09-30,21,2,3,3,1,2,0.6667,0.3333,False,0,0,0,Faible
S0000123,20240930,2024-09-30,21,3,3,2,1,1,0.5,0.5,False,1,1,0,Faible
S0000124,20240930,2024-09-30,21,4,3,2,0,2,1.0,0.0,True,0,0,0,Normale
S0000125,20240930,2024-09-30,21,5,3,3,0,3,1.0,0.0,True,2,2,0,Normale
S0000126,20240930,2024-09-30,21,6,3,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000127,20240930,2024-09-30,22,1,3,4,1,3,0.75,0.25,False,0,0,0,Normale
S0000128,20240930,2024-09-30,22,2,3,3,1,2,0.6667,0.3333,False,1,1,0,Normale
S0000129,20240930,2024-09-30,22,3,3,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000130,20240930,2024-09-30,22,4,3,2,0,2,1.0,0.0,True,0,0,0,Normale
S0000131,20240930,2024-09-30,22,5,3,3,1,2,0.6667,0.3333,False,0,0,0,Faible
S0000132,20240930,2024-09-30,22,6,3,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000133,20240930,2024-09-30,23,1,3,4,0,4,1.0,0.0,True,2,2,0,Élevée
S0000134,20240930,2024-09-30,23,2,3,3,1,2,0.6667,0.3333,False,1,1,0,Normale
S0000135,20240930,2024-09-30,23,3,3,2,1,1,0.5,0.5,False,1,1,0,Faible
S0000136,20240930,2024-09-30,23,4,3,2,0,2,1.0,0.0,True,0,0,0,Normale
S0000137,20240930,2024-09-30,23,5,3,3,0,3,1.0,0.0,True,2,2,0,Normale
S0000138,20240930,2024-09-30,23,6,3,2,1,1,0.5,0.5,False,2,2,0,Faible
S0000139,20240930,2024-09-30,24,1,3,4,0,4,1.0,0.0,True,1,1,0,Normale
S0000140,20240930,2024-09-30,24,2,3,3,1,2,0.6667,0.3333,False,1,1,0,Faible
S0000141,20240930,2024-09-30,24,3,3,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000142,20240930,2024-09-30,24,4,3,2,0,2,1.0,0.0,True,0,0,0,Normale
S0000143,20240930,2024-09-30,24,5,3,3,1,2,0.6667,0.3333,False,0,0,0,Normale
S0000144,20240930,2024-09-30,24,6,3,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000145,20240930,2024-09-30,25,1,4,8,0,8,1.0,0.0,True,10,10,6,Critique
S0000146,20240930,2024-09-30,25,2,4,7,0,7,1.0,0.0,True,4,4,4,Critique
S0000147,20240930,2024-09-30,25,3,4,5,0,5,1.0,0.0,True,3,3,0,Élevée
S0000148,20240930,2024-09-30,25,4,4,4,0,4,1.0,0.0,True,0,0,3,Critique
S0000149,20240930,2024-09-30,25,5,4,6,0,6,1.0,0.0,True,6,6,5,Critique
S0000150,20240930,2024-09-30,25,6,4,4,0,4,1.0,0.0,True,1,1,0,Normale
S0000151,20240930,2024-09-30,26,1,4,5,0,5,1.0,0.0,True,5,5,2,Critique
S0000152,20240930,2024-09-30,26,2,4,5,0,5,1.0,0.0,True,5,5,0,Élevée
S0000153,20240930,2024-09-30,26,3,4,4,1,3,0.75,0.25,False,1,1,0,Faible
S0000154,20240930,2024-09-30,26,4,4,3,0,3,1.0,0.0,True,0,0,1,Critique
S0000155,20240930,2024-09-30,26,5,4,4,0,4,1.0,0.0,True,0,0,1,Critique
S0000156,20240930,2024-09-30,26,6,4,3,1,2,0.6667,0.3333,False,0,0,0,Faible
S0000157,20240930,2024-09-30,27,1,4,4,0,4,1.0,0.0,True,2,2,0,Élevée
S0000158,20240930,2024-09-30,27,2,4,3,1,2,0.6667,0.3333,False,3,3,0,Faible
S0000159,20240930,2024-09-30,27,3,4,2,1,1,0.5,0.5,False,1,1,0,Faible
S0000160,20240930,2024-09-30,27,4,4,2,0,2,1.0,0.0,True,3,3,0,Normale
S0000161,20240930,2024-09-30,27,5,4,3,0,3,1.0,0.0,True,2,2,0,Élevée
S0000162,20240930,2024-09-30,27,6,4,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000163,20240930,2024-09-30,28,1,4,4,0,4,1.0,0.0,True,0,0,0,Normale
S0000164,20240930,2024-09-30,28,2,4,3,1,2,0.6667,0.3333,False,1,1,0,Faible
S0000165,20240930,2024-09-30,28,3,4,2,1,1,0.5,0.5,False,5,5,0,Faible
S0000166,20240930,2024-09-30,28,4,4,2,0,2,1.0,0.0,True,0,0,0,Normale
S0000167,20240930,2024-09-30,28,5,4,3,0,3,1.0,0.0,True,1,1,0,Normale
S0000168,20240930,2024-09-30,28,6,4,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000169,20240930,2024-09-30,29,1,4,4,0,4,1.0,0.0,True,5,5,0,Normale
S0000170,20240930,2024-09-30,29,2,4,3,1,2,0.6667,0.3333,False,2,2,0,Faible
S0000171,20240930,2024-09-30,29,3,4,2,1,1,0.5,0.5,False,1,1,0,Faible
S0000172,20240930,2024-09-30,29,4,4,2,0,2,1.0,0.0,True,1,1,0,Normale
S0000173,20240930,2024-09-30,29,5,4,3,0,3,1.0,0.0,True,0,0,0,Élevée
S0000174,20240930,2024-09-30,29,6,4,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000175,20240930,2024-09-30,30,1,4,4,0,4,1.0,0.0,True,0,0,0,Normale
S0000176,20240930,2024-09-30,30,2,4,3,1,2,0.6667,0.3333,False,0,0,0,Normale
S0000177,20240930,2024-09-30,30,3,4,2,1,1,0.5,0.5,False,2,2,0,Faible
S0000178,20240930,2024-09-30,30,4,4,2,0,2,1.0,0.0,True,1,1,0,Normale
S0000179,20240930,2024-09-30,30,5,4,3,0,3,1.0,0.0,True,1,1,0,Élevée
S0000180,20240930,2024-09-30,30,6,4,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000181,20240930,2024-09-30,31,1,4,4,0,4,1.0,0.0,True,4,4,0,Élevée
S0000182,20240930,2024-09-30,31,2,4,3,0,3,1.0,0.0,True,7,7,0,Normale
S0000183,20240930,2024-09-30,31,3,4,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000184,20240930,2024-09-30,31,4,4,2,0,2,1.0,0.0,True,0,0,0,Élevée
S0000185,20240930,2024-09-30,31,5,4,3,0,3,1.0,0.0,True,1,1,1,Critique
S0000186,20240930,2024-09-30,31,6,4,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000187,20240930,2024-09-30,32,1,4,3,1,2,0.6667,0.3333,False,1,1,0,Faible
S0000188,20240930,2024-09-30,32,2,4,3,2,1,0.3333,0.6667,False,0,0,0,Faible
S0000189,20240930,2024-09-30,32,3,4,2,2,0,0.0,1.0,False,0,0,0,Faible
S0000190,20240930,2024-09-30,32,4,4,1,1,0,0.0,1.0,False,0,0,0,Faible
S0000191,20240930,2024-09-30,32,5,4,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000192,20240930,2024-09-30,32,6,4,1,1,0,0.0,1.0,False,0,0,0,Faible
S0000193,20240930,2024-09-30,33,1,5,5,0,5,1.0,0.0,True,5,5,2,Critique
S0000194,20240930,2024-09-30,33,2,5,5,0,5,1.0,0.0,True,5,5,1,Élevée
S0000195,20240930,2024-09-30,33,3,5,4,1,3,0.75,0.25,False,2,2,0,Faible
S0000196,20240930,2024-09-30,33,4,5,3,0,3,1.0,0.0,True,0,0,1,Critique
S0000197,20240930,2024-09-30,33,5,5,4,0,4,1.0,0.0,True,0,0,3,Critique
S0000198,20240930,2024-09-30,33,6,5,3,1,2,0.6667,0.3333,False,1,1,0,Faible
S0000199,20240930,2024-09-30,34,1,5,4,1,3,0.75,0.25,False,5,5,0,Normale
S0000200,20240930,2024-09-30,34,2,5,3,1,2,0.6667,0.3333,False,1,1,0,Faible
S0000201,20240930,2024-09-30,34,3,5,2,1,1,0.5,0.5,False,2,2,0,Faible
S0000202,20240930,2024-09-30,34,4,5,2,0,2,1.0,0.0,True,1,1,0,Normale
S0000203,20240930,2024-09-30,34,5,5,3,0,3,1.0,0.0,True,0,0,0,Normale
S0000204,20240930,2024-09-30,34,6,5,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000205,20240930,2024-09-30,35,1,5,5,0,5,1.0,0.0,True,10,10,3,Critique
S0000206,20240930,2024-09-30,35,2,5,5,0,5,1.0,0.0,True,5,5,2,Critique
S0000207,20240930,2024-09-30,35,3,5,4,1,3,0.75,0.25,False,1,1,0,Normale
S0000208,20240930,2024-09-30,35,4,5,3,0,3,1.0,0.0,True,2,2,1,Critique
S0000209,20240930,2024-09-30,35,5,5,4,0,4,1.0,0.0,True,6,6,2,Critique
S0000210,20240930,2024-09-30,35,6,5,3,1,2,0.6667,0.3333,False,2,2,0,Faible
S0000211,20240930,2024-09-30,36,1,5,4,0,4,1.0,0.0,True,3,3,0,Élevée
S0000212,20240930,2024-09-30,36,2,5,3,1,2,0.6667,0.3333,False,2,2,0,Normale
S0000213,20240930,2024-09-30,36,3,5,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000214,20240930,2024-09-30,36,4,5,2,0,2,1.0,0.0,True,2,2,0,Normale
S0000215,20240930,2024-09-30,36,5,5,3,0,3,1.0,0.0,True,3,3,0,Élevée
S0000216,20240930,2024-09-30,36,6,5,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000217,20240930,2024-09-30,37,1,5,4,0,4,1.0,0.0,True,5,5,0,Normale
S0000218,20240930,2024-09-30,37,2,5,3,1,2,0.6667,0.3333,False,2,2,0,Normale
S0000219,20240930,2024-09-30,37,3,5,2,1,1,0.5,0.5,False,1,1,0,Faible
S0000220,20240930,2024-09-30,37,4,5,2,0,2,1.0,0.0,True,2,2,0,Normale
S0000221,20240930,2024-09-30,37,5,5,3,1,2,0.6667,0.3333,False,1,1,0,Normale
S0000222,20240930,2024-09-30,37,6,5,2,1,1,0.5,0.5,False,2,2,0,Faible
S0000223,20240930,2024-09-30,38,1,5,4,1,3,0.75,0.25,False,0,0,0,Normale
S0000224,20240930,2024-09-30,38,2,5,3,1,2,0.6667,0.3333,False,2,2,0,Normale
S0000225,20240930,2024-09-30,38,3,5,2,1,1,0.5,0.5,False,1,1,0,Faible
S0000226,20240930,2024-09-30,38,4,5,2,1,1,0.5,0.5,False,1,1,0,Faible
S0000227,20240930,2024-09-30,38,5,5,3,0,3,1.0,0.0,True,0,0,0,Normale
S0000228,20240930,2024-09-30,38,6,5,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000229,20240930,2024-09-30,39,1,5,4,0,4,1.0,0.0,True,1,1,0,Normale
S0000230,20240930,2024-09-30,39,2,5,3,1,2,0.6667,0.3333,False,2,2,0,Faible
S0000231,20240930,2024-09-30,39,3,5,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000232,20240930,2024-09-30,39,4,5,2,0,2,1.0,0.0,True,0,0,0,Normale
S0000233,20240930,2024-09-30,39,5,5,3,1,2,0.6667,0.3333,False,1,1,0,Faible
S0000234,20240930,2024-09-30,39,6,5,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000235,20240930,2024-09-30,40,1,5,5,0,5,1.0,0.0,True,1,1,4,Critique
S0000236,20240930,2024-09-30,40,2,5,5,0,5,1.0,0.0,True,4,4,1,Critique
S0000237,20240930,2024-09-30,40,3,5,4,1,3,0.75,0.25,False,5,5,0,Faible
S0000238,20240930,2024-09-30,40,4,5,3,0,3,1.0,0.0,True,2,2,1,Critique
S0000239,20240930,2024-09-30,40,5,5,4,0,4,1.0,0.0,True,4,4,3,Critique
S0000240,20240930,2024-09-30,40,6,5,3,1,2,0.6667,0.3333,False,1,1,0,Normale
S0000241,20240930,2024-09-30,41,1,6,5,0,5,1.0,0.0,True,4,4,4,Critique
S0000242,20240930,2024-09-30,41,2,6,5,0,5,1.0,0.0,True,3,3,2,Critique
S0000243,20240930,2024-09-30,41,3,6,4,1,3,0.75,0.25,False,2,2,0,Normale
S0000244,20240930,2024-09-30,41,4,6,3,0,3,1.0,0.0,True,0,0,1,Critique
S0000245,20240930,2024-09-30,41,5,6,4,0,4,1.0,0.0,True,4,4,3,Critique
S0000246,20240930,2024-09-30,41,6,6,3,1,2,0.6667,0.3333,False,2,2,0,Normale
S0000247,20240930,2024-09-30,42,1,6,5,0,5,1.0,0.0,True,3,3,2,Critique
S0000248,20240930,2024-09-30,42,2,6,5,0,5,1.0,0.0,True,6,6,1,Critique
S0000249,20240930,2024-09-30,42,3,6,4,0,4,1.0,0.0,True,4,4,0,Normale
S0000250,20240930,2024-09-30,42,4,6,3,0,3,1.0,0.0,True,1,1,2,Critique
S0000251,20240930,2024-09-30,42,5,6,4,0,4,1.0,0.0,True,6,6,3,Critique
S0000252,20240930,2024-09-30,42,6,6,3,1,2,0.6667,0.3333,False,1,1,0,Faible
S0000253,20240930,2024-09-30,43,1,6,4,0,4,1.0,0.0,True,1,1,0,Normale
S0000254,20240930,2024-09-30,43,2,6,3,1,2,0.6667,0.3333,False,3,3,0,Faible
S0000255,20240930,2024-09-30,43,3,6,2,1,1,0.5,0.5,False,1,1,0,Faible
S0000256,20240930,2024-09-30,43,4,6,2,0,2,1.0,0.0,True,1,1,0,Normale
S0000257,20240930,2024-09-30,43,5,6,3,0,3,1.0,0.0,True,1,1,0,Normale
S0000258,20240930,2024-09-30,43,6,6,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000259,20240930,2024-09-30,44,1,6,4,0,4,1.0,0.0,True,1,1,0,Normale
S0000260,20240930,2024-09-30,44,2,6,3,1,2,0.6667,0.3333,False,1,1,0,Faible
S0000261,20240930,2024-09-30,44,3,6,2,1,1,0.5,0.5,False,2,2,0,Faible
S0000262,20240930,2024-09-30,44,4,6,2,1,1,0.5,0.5,False,2,2,0,Faible
S0000263,20240930,2024-09-30,44,5,6,3,0,3,1.0,0.0,True,2,2,0,Normale
S0000264,20240930,2024-09-30,44,6,6,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000265,20240930,2024-09-30,45,1,6,3,1,2,0.6667,0.3333,False,0,0,0,Faible
S0000266,20240930,2024-09-30,45,2,6,3,2,1,0.3333,0.6667,False,0,0,0,Faible
S0000267,20240930,2024-09-30,45,3,6,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000268,20240930,2024-09-30,45,4,6,1,1,0,0.0,1.0,False,0,0,0,Faible
S0000269,20240930,2024-09-30,45,5,6,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000270,20240930,2024-09-30,45,6,6,1,1,0,0.0,1.0,False,0,0,0,Faible
S0000271,20240930,2024-09-30,46,1,6,4,0,4,1.0,0.0,True,1,1,0,Normale
S0000272,20240930,2024-09-30,46,2,6,3,1,2,0.6667,0.3333,False,3,3,0,Normale
S0000273,20240930,2024-09-30,46,3,6,2,1,1,0.5,0.5,False,3,3,0,Faible
S0000274,20240930,2024-09-30,46,4,6,2,1,1,0.5,0.5,False,0,0,0,Faible
S0000275,20240930,2024-09-30,46,5,6,3,0,3,1.0,0.0,True,1,1,0,Normale
S0000276,20240930,2024-09-30,46,6,6,2,1,1,0.5,0.5,False,1,1,0,Faible
S0000277,20240930,2024-09-30,47,1,6,4,0,4,1.0,0.0,True,2,2,0,Élevée
S0000278,20240930,2024-09-30,47,2,6,3,1,2,0.6667,0.3333,False,1,1,0,Normale
S0000279,20240930,2024-09-30,47,3,6,2,1,1,0.5,0.5,False,1,1,0,Faible
S0000280,20240930,2024-09-30,47,4,6,2,0,2,1.0,0.0,True,1,1,0,Normale
S0000281,20240930,2024-09-30,47,5,6,3,0,3,1.0,0.0,True,3,3,0,Normale
S0000282,20240930,2024-09-30,47,6,6,2,1,1,0.5,0.5,False,1,1,0,Faible
S0000283,20240930,2024-09-30,48,1,6,3,1,2,0.6667,0.3333,False,0,0,0,Faible
S0000284,20240930,2024-09-30,48,2,6,3,2,1,0.3333,0.6667,False,1,1,0,Faible
S0000285,20240930,2024-09-30,48,3,6,2,1,1,0.5,0.5,False,0,0,0,Faible
